incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Bena Fire,TRUE,2020-07-03T07:30:51Z,2020-07-01T16:32:50Z,Kern County Fire Department,Kern,"Bena Road and Caliente Bodfish Road, East of Bakersfield",2900,,-118.702732,35.310132,2020-07-03T07:30:00Z,7/3/20,7/1/20,N,TRUE,FALSE
Rowher Fire,TRUE,2020-08-13T10:43:47Z,2020-07-01T16:43:16Z,Angeles National Forest ,Los Angeles,"Spring Canyon Road and Anthony Road, North of Santa Clarita ",648,Angeles National Forest ,-118.324601,34.542742,2020-07-05T10:43:00Z,7/5/20,7/1/20,N,FALSE,FALSE
Bonadelle Fire,TRUE,2020-07-03T07:33:57Z,2020-07-02T15:27:03Z,Madera County Fire Department,Madera,"Avenue 15 and Road 35, Bonadelle",597,,-119.9252132,36.9678542,2020-07-03T07:33:00Z,7/3/20,7/2/20,N,FALSE,FALSE
Soda Fire ,TRUE,2020-07-15T18:43:43Z,2020-07-03T14:00:40Z,BLM Central California District,San Luis Obispo,"Soda Lake Rd and Culver City Rd, California Valley",157,,-120.053275,35.393889,2020-07-05T18:43:00Z,7/5/20,7/3/20,N,FALSE,FALSE
Mount R Fire,TRUE,2020-07-06T13:27:32Z,2020-07-03T16:29:04Z,USFS San Bernardino National Forest,San Bernardino,"Highway 330 and Old City Creek Road, Southwest of Running Springs",62,USFS San Bernardino c,-117.124353,34.182436,2020-07-06T13:27:00Z,7/6/20,7/3/20,N,FALSE,FALSE
Sheridan Fire,TRUE,2020-07-05T18:48:49Z,2020-07-04T15:04:41Z,CAL FIRE Santa Clara Unit,Alameda,"Sheridan Road, south of Sunol in Santa Clara county. ",108,,-121.876277,37.536015,2020-07-05T18:47:00Z,7/5/20,7/4/20,N,TRUE,FALSE
Lake Fire,TRUE,2020-07-05T19:40:57Z,2020-07-05T07:09:01Z,CAL FIRE San Luis Obispo Unit ,San Luis Obispo,"Hwy 58 and Soda Lake Road, West of McKittrick",588,,-120.00485,35.351065,,,7/5/20,N,TRUE,FALSE
Park Fire,TRUE,2020-07-06T19:24:45Z,2020-07-05T07:13:22Z,CAL FIRE Santa Clara Unit ,Santa Clara,"East Dunne Avenue and Finley Ridge Road, East of Morgan Hill",343,,-121.567505,37.166733,2020-07-06T19:23:00Z,7/6/20,7/5/20,N,TRUE,FALSE
Cotton Fire,TRUE,2020-07-05T07:30:23Z,2020-07-05T07:30:23Z,CAL FIRE Madera-Mariposa-Merced Unit ,Merced,"Hwy 152 and Lower Cottonwood Hunting Area, West of Santa Nella  ",100,,-121.086625,37.091637,,,7/5/20,N,TRUE,FALSE
Kings Fire,TRUE,2020-07-07T18:49:16Z,2020-07-05T14:39:40Z,CAL FIRE Fresno Kings Unit,Fresno,"King Canyon Road and Dunlap Road, East of Squaw Valley",67,,-119.116536,36.750186,,,7/5/20,N,TRUE,FALSE
Crews Fire,TRUE,2020-07-13T19:06:51Z,2020-07-05T14:55:49Z,CAL FIRE Santa Clara Unit ,Santa Clara,"Crews Road and Oak Spring Circle, North of Gilroy",5513,"Cooperating Agencies: Morgan Hill OES/EOC, Santa Clara County Sheriff, CalTrans, California Highway Patrol, CAL OES, PG&E, CALTRANS, CDCR, South County Fire Protection District, County Parks, California State Parks, Santa Clara Department of Public Health, Santa Clara Office of Emergency Management, Santa Clara Road Department, California Fish and Wildlife.",-121.501532,37.034839,2020-07-13T19:06:00Z,7/13/20,7/5/20,N,TRUE,FALSE
Soledad Fire,TRUE,2020-07-15T18:44:23Z,2020-07-05T17:18:35Z,Los Angeles County Fire Department and Angeles National Forest,Los Angeles,"Soledad Canyon Road and Agua Dulce Canyon Rd, South of Agua Dulce ",1525,USFS Angeles National Forest,-118.328877,34.467915,2020-07-10T18:44:00Z,7/10/20,7/5/20,N,FALSE,FALSE
California Fire,TRUE,2020-07-08T07:07:14Z,2020-07-06T15:32:26Z,CAL FIRE Santa Clara Unit,Contra Costa,California Street and Springwood Street. East of Rodeo,298,,-122.25471,38.02996,,,7/6/20,N,TRUE,FALSE
Patterson Fire,TRUE,2020-07-06T19:04:39Z,2020-07-06T16:04:20Z,CAL FIRE Santa Clara Unit,San Joaquin,"Hwy 580 and Patterson Pass Rd, west of Tracy",150,,-121.53524,37.71984,2020-07-06T19:02:00Z,7/6/20,7/6/20,N,TRUE,FALSE
Mountain Meadow Fire ,TRUE,2020-07-28T11:50:34Z,2020-07-06T18:22:56Z,Cordelia Fire Protection District and Fairfield City Fire Department,Solano,"Mountain Meadows Drive and Cedar Creek Court, Southwest of Fairfield",75,Fairfield City Fire Department,-122.12447,38.21614,2020-07-09T11:50:00Z,7/9/20,7/6/20,N,FALSE,FALSE
Brandon Fire,TRUE,2020-07-08T20:33:43Z,2020-07-07T16:06:21Z,CAL FIRE Amador-El Dorado Unit,El Dorado, Brandon Rd,32,"Cameron Park Fire Dept, Shingle Springs Rancheria Tribal Fire Dept, El Dorado Hills Fire Dept., Garden Valley Fire Protection Dist., Rescue Fire Protection Dist., Diamond Springs-El Dorado Fire Protection Dist., Bureau of Land Management, USFS, El Dorado County Sheriff’s Office, PG&E",-120.941267,38.58488,,,7/7/20,N,TRUE,FALSE
Nail Fire,TRUE,2020-07-28T15:55:23Z,2020-07-07T17:32:13Z,USFS Mendocino National Forest,Colusa,"Fouts Springs, Southwest of Stonyford",25,USFS Mendocino National Forest,-122.65813,39.35498,2020-07-09T15:20:00Z,7/9/20,7/7/20,N,FALSE,FALSE
Tripp Fire ,TRUE,2020-07-11T07:44:38Z,2020-07-09T14:27:09Z,CAL FIRE / Riverside County Fire ,Riverside,"Cary Road and Tripp Flats Road, West of Anza ",10,CAL FIRE / Riverside County Fire ,-116.7464168,33.551838,2020-07-09T07:44:00Z,7/9/20,7/9/20,N,TRUE,FALSE
Alum Fire,TRUE,2020-07-11T17:28:58Z,2020-07-11T10:50:33Z,Unified Command: CAL FIRE and San Jose Fire Department,Santa Clara,"Mt Hamilton Rd and Crothers Rd, northeast of San Jose",31,,-121.79349,37.37731,2020-07-11T17:28:00Z,7/11/20,7/11/20,N,TRUE,FALSE
